 ,院校代码,院校名称,专业组,专业名称,招生地区,选考科目,招生年份,录取批次,最低分,最低分位次,招生人数,备注,,,,,,,,,,,,,
不分文理,A698,西安交通大学,1D,工科试验班(钱学森班之智能制造q),山东,物理,2021,常规1志愿,644,2462,6,- ,,,,,,,,,,,,,
不分文理,A698,西安交通大学,1F,工科试验班(越杰计划之智慧能源与智能制造类q),山东,物理,2021,常规1志愿,644,2482,7,- ,,,,,,,,,,,,,
不分文理,A487,华中科技大学,02,物理学类,山东,物理,2021,常规1志愿,644,2355,5,- ,,,,,,,,,,,,,
不分文理,A247,同济大学,02,社会科学试验班,山东,不限,2021,常规1志愿,644,2339,4,- ,,,,,,,,,,,,,
不分文理,A247,同济大学,11,工科试验班(土木与环境类),山东,物理,2021,常规1志愿,644,2461,29,- ,,,,,,,,,,,,,
不分文理,A025,首都医科大学,04,临床医学,山东,物理和化学,2021,常规1志愿,644,2377,4,- ,,,,,,,,,,,,,
不分文理,A286,东南大学,0Z,电子信息类,山东,物理,2021,常规1志愿,643,2553,21,- ,,,,,,,,,,,,,
不分文理,P030,空军军医大学,14,口腔医学,山东,化学和生物,2021,常规1志愿,643,2556,1,- ,,,,,,,,,,,,,
不分文理,A034,中央财经大学,10,统计学类,山东,物理,2021,常规1志愿,643,2634,4,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,61,金融学(双学位),山东,不限,2021,常规1志愿,643,2586,2,- ,,,,,,,,,,,,,
不分文理,A034,中央财经大学,35,财政学(财政理论与政策),山东,不限,2021,常规1志愿,643,2486,3,- ,,,,,,,,,,,,,
不分文理,A614,电子科技大学,HC,计算机科学与技术(互联网交叉复合型精英人才双学位培养计划),山东,物理,2021,常规1志愿,643,2607,5,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,C7,理科试验班(空间信息与资源环境类),山东,物理和化学,2021,常规1志愿,643,2591,4,- ,,,,,,,,,,,,,
不分文理,A698,西安交通大学,3D,临床医学(5+3一体化),山东,化学和生物,2021,常规1志愿,643,2538,4,- ,,,,,,,,,,,,,
不分文理,A272,上海财经大学,08,国际经济与贸易,山东,不限,2021,常规1志愿,643,2544,3,- ,,,,,,,,,,,,,
不分文理,A699,西北工业大学,04,航空航天类(黄玉珊航空班),山东,物理,2021,常规1志愿,643,2533,2,- ,,,,,,,,,,,,,
不分文理,A487,华中科技大学,04,机械类(机械学院),山东,物理,2021,常规1志愿,643,2547,16,- ,,,,,,,,,,,,,
不分文理,A247,同济大学,01,人文科学试验班,山东,不限,2021,常规1志愿,643,2625,5,- ,,,,,,,,,,,,,
不分文理,A055,南开大学,3Y,理科试验班类(物质科学与可持续发展),山东,物理或化学或生物,2021,常规1志愿,642,2783,24,- ,,,,,,,,,,,,,
不分文理,A027,北京师范大学,1S,物理学类,山东,物理,2021,常规1志愿,642,2803,20,- ,,,,,,,,,,,,,
不分文理,P002,国防科技大学,91,计算机类,山东,物理,2021,常规1志愿,642,2748,14,- ,,,,,,,,,,,,,
不分文理,A034,中央财经大学,08,精算学,山东,物理,2021,常规1志愿,642,2662,4,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,75,心理学(双学位),山东,物理或化学,2021,常规1志愿,642,2647,1,- ,,,,,,,,,,,,,
不分文理,A698,西安交通大学,3A,医学试验班(侯宗濂班h),山东,化学和生物,2021,常规1志愿,642,2713,4,- ,,,,,,,,,,,,,
不分文理,A272,上海财经大学,0D,投资学,山东,不限,2021,常规1志愿,642,2693,6,- ,,,,,,,,,,,,,
不分文理,A698,西安交通大学,3N,理科试验班,山东,物理,2021,常规1志愿,642,2672,10,- ,,,,,,,,,,,,,
不分文理,A272,上海财经大学,0V,保险学(保险精算),山东,物理,2021,常规1志愿,642,2751,3,- ,,,,,,,,,,,,,
不分文理,A487,华中科技大学,08,航空航天类,山东,物理,2021,常规1志愿,642,2671,8,- ,,,,,,,,,,,,,
不分文理,A487,华中科技大学,47,生物医学工程类(国家生命科学与技术人才试验班),山东,物理或化学或生物,2021,常规1志愿,642,2759,10,- ,,,,,,,,,,,,,
不分文理,A055,南开大学,3T,工商管理类,山东,不限,2021,常规1志愿,641,2857,16,- ,,,,,,,,,,,,,
不分文理,A286,东南大学,1D,临床医学(5+3一体化),山东,化学和生物,2021,常规1志愿,641,2877,5,- ,,,,,,,,,,,,,
不分文理,A558,中山大学,0B,计算机类(广州，大数据实验班，分流专业详见招生官网),山东,物理,2021,常规1志愿,641,2885,19,- ,,,,,,,,,,,,,
不分文理,A034,中央财经大学,02,财政学类,山东,不限,2021,常规1志愿,641,2931,8,- ,,,,,,,,,,,,,
不分文理,A036,对外经济贸易大学,02,金融学类,山东,不限,2021,常规1志愿,641,2823,11,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,84,软件工程,山东,物理,2021,常规1志愿,641,2829,7,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,B6,生物科学类(含生物国家拔尖学生培养基地),山东,物理和化学,2021,常规1志愿,641,2842,5,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,G3,测绘类(含卓越工程师教育培养计划),山东,物理,2021,常规1志愿,641,2949,10,- ,,,,,,,,,,,,,
不分文理,A698,西安交通大学,3H,工科试验班(智能电气与信息类),山东,物理,2021,常规1志愿,641,2852,61,- ,,,,,,,,,,,,,
不分文理,A699,西北工业大学,01,航空航天类(本研衔接班),山东,物理,2021,常规1志愿,641,2854,3,- ,,,,,,,,,,,,,
不分文理,A272,上海财经大学,0L,计算机科学与技术,山东,物理,2021,常规1志愿,641,2942,3,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,HC,工科试验班(一流学科群),山东,物理,2021,常规1志愿,641,2918,24,- ,,,,,,,,,,,,,
不分文理,A272,上海财经大学,0X,数学类,山东,物理,2021,常规1志愿,641,2849,5,- ,,,,,,,,,,,,,
不分文理,A487,华中科技大学,06,能源动力类,山东,物理,2021,常规1志愿,641,2923,10,- ,,,,,,,,,,,,,
不分文理,A213,哈尔滨工业大学,09,工科试验班(计算机与电子通信),山东,物理,2021,常规1志愿,641,2932,29,- ,,,,,,,,,,,,,
不分文理,A384,厦门大学,12,会计学(含会计、财务、审计),山东,不限,2021,常规1志愿,640,3040,7,- ,,,,,,,,,,,,,
不分文理,A027,北京师范大学,1N,人文科学试验班,山东,不限,2021,常规1志愿,640,2974,26,- ,,,,,,,,,,,,,
不分文理,C121,南方医科大学,01,临床医学(本硕博连读),山东,化学和生物,2021,常规1志愿,640,3047,3,- ,,,,,,,,,,,,,
不分文理,A610,四川大学,34,数学与应用数学(基地班),山东,物理,2021,常规1志愿,640,2993,2,- ,,,,,,,,,,,,,
不分文理,A268,上海中医药大学,01,中医学(屠呦呦班),山东,物理或化学或生物,2021,常规1志愿,640,3136,3,- ,,,,,,,,,,,,,
不分文理,A013,北京邮电大学,05,网络空间安全(大类招生),山东,物理,2021,常规1志愿,640,3127,13,- ,,,,,,,,,,,,,
不分文理,A034,中央财经大学,17,大数据管理与应用(许国志大数据英才班),山东,物理,2021,常规1志愿,640,3070,4,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,76,数学与应用数学,山东,物理,2021,常规1志愿,640,3033,2,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,77,统计学类,山东,物理或化学,2021,常规1志愿,640,3002,3,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,83,计算机科学与技术,山东,物理,2021,常规1志愿,640,3141,5,- ,,,,,,,,,,,,,
不分文理,A036,对外经济贸易大学,04,国际经济与贸易(国际组织人才基地班),山东,不限,2021,常规1志愿,640,3014,2,- ,,,,,,,,,,,,,
不分文理,A561,华南理工大学,0E,信息工程(创新班),山东,物理,2021,常规1志愿,640,3131,1,- ,,,,,,,,,,,,,
不分文理,A614,电子科技大学,DJ,计算机类,山东,物理,2021,常规1志愿,640,3055,15,- ,,,,,,,,,,,,,
不分文理,A614,电子科技大学,HS,数据科学与大数据技术(互联网交叉复合型精英人才双学位培养计划),山东,物理,2021,常规1志愿,640,3071,4,- ,,,,,,,,,,,,,
不分文理,A272,上海财经大学,0M,数据科学与大数据技术,山东,物理,2021,常规1志愿,640,3124,4,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,H8,化学类(含化学国家拔尖学生培养基地),山东,物理和化学,2021,常规1志愿,640,3113,7,- ,,,,,,,,,,,,,
不分文理,A027,北京师范大学,1Q,社会科学试验班,山东,不限,2021,常规1志愿,639,3193,27,- ,,,,,,,,,,,,,
不分文理,A027,北京师范大学,1U,教育学类,山东,不限,2021,常规1志愿,639,3246,7,- ,,,,,,,,,,,,,
不分文理,A056,天津大学,12,工科试验班(智能与计算类),山东,物理,2021,常规1志愿,639,3207,20,- ,,,,,,,,,,,,,
不分文理,A030,北京外国语大学,44,英语,山东,不限,2021,常规1志愿,639,3304,3,- ,,,,,,,,,,,,,
不分文理,A286,东南大学,0X,工科试验班(自动化电气测控类),山东,物理,2021,常规1志愿,639,3287,26,- ,,,,,,,,,,,,,
不分文理,A610,四川大学,35,数学与应用数学(数学经济学双学士学位),山东,物理,2021,常规1志愿,639,3302,2,- ,,,,,,,,,,,,,
不分文理,A036,对外经济贸易大学,01,经济学类,山东,不限,2021,常规1志愿,639,3158,6,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,85,数据科学与大数据技术,山东,物理,2021,常规1志愿,639,3256,2,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,A7,工商管理类,山东,物理,2021,常规1志愿,639,3229,11,- ,,,,,,,,,,,,,
不分文理,A614,电子科技大学,HT,物联网工程(互联网交叉复合型精英人才双学位培养计划),山东,物理,2021,常规1志愿,639,3192,3,- ,,,,,,,,,,,,,
不分文理,A272,上海财经大学,07,工商管理类,山东,不限,2021,常规1志愿,639,3307,4,- ,,,,,,,,,,,,,
不分文理,A213,哈尔滨工业大学,08,工科试验班(航天与自动化),山东,物理,2021,常规1志愿,639,3283,29,- ,,,,,,,,,,,,,
不分文理,A487,华中科技大学,22,经济学类,山东,物理,2021,常规1志愿,639,3182,9,- ,,,,,,,,,,,,,
不分文理,A053,中国政法大学,02,法学,山东,不限,2021,常规1志愿,639,3332,25,- ,,,,,,,,,,,,,
不分文理,A025,首都医科大学,02,儿科学(5+3一体化),山东,物理和化学,2021,常规1志愿,639,3215,2,- ,,,,,,,,,,,,,
不分文理,A384,厦门大学,10,统计学类,山东,物理,2021,常规1志愿,639,3160,2,- ,,,,,,,,,,,,,
不分文理,A384,厦门大学,11,数据科学与大数据技术,山东,物理,2021,常规1志愿,638,3462,2,- ,,,,,,,,,,,,,
不分文理,A055,南开大学,3E,公共管理类,山东,不限,2021,常规1志愿,638,3364,6,- ,,,,,,,,,,,,,
不分文理,A055,南开大学,3Q,中国语言文学类,山东,不限,2021,常规1志愿,638,3512,9,- ,,,,,,,,,,,,,
不分文理,A027,北京师范大学,1Y,理科试验班,山东,物理或化学,2021,常规1志愿,638,3415,33,- ,,,,,,,,,,,,,
不分文理,A013,北京邮电大学,0J,通信工程(大类招生),山东,物理,2021,常规1志愿,638,3366,20,- ,,,,,,,,,,,,,
不分文理,A034,中央财经大学,11,数学类,山东,物理,2021,常规1志愿,638,3402,4,- ,,,,,,,,,,,,,
不分文理,A034,中央财经大学,18,投资学,山东,物理,2021,常规1志愿,638,3463,6,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,82,微电子科学与工程,山东,物理,2021,常规1志愿,638,3492,2,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,89,化学,山东,物理或化学,2021,常规1志愿,638,3519,2,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,90,生物科学类,山东,物理或化学,2021,常规1志愿,638,3488,2,- ,,,,,,,,,,,,,
不分文理,A614,电子科技大学,DC,电子信息类(信息与通信),山东,物理,2021,常规1志愿,638,3426,20,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,C5,社会科学试验班(信息管理类),山东,物理,2021,常规1志愿,638,3441,9,- ,,,,,,,,,,,,,
不分文理,A698,西安交通大学,2D,会计学(acca),山东,物理,2021,常规1志愿,638,3373,2,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,G2,轻工类(含卓越工程师教育培养计划),山东,物理和化学,2021,常规1志愿,638,3449,4,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,H4,公共管理类,山东,物理或历史,2021,常规1志愿,638,3505,4,- ,,,,,,,,,,,,,
不分文理,A533,中南大学,B7,临床医学类(临床及口腔五年制医学类),山东,化学和生物,2021,常规1志愿,638,3400,16,- ,,,,,,,,,,,,,
不分文理,A487,华中科技大学,05,材料类,山东,物理,2021,常规1志愿,638,3370,13,- ,,,,,,,,,,,,,
不分文理,A213,哈尔滨工业大学,20,工科试验班(智能土木与智能交通本硕博连读),山东,物理,2021,常规1志愿,638,3343,2,- ,,,,,,,,,,,,,
不分文理,A487,华中科技大学,20,工商管理类,山东,不限,2021,常规1志愿,638,3429,5,- ,,,,,,,,,,,,,
不分文理,A026,北京中医药大学,02,中西医临床医学(华佗班),山东,物理或化学或生物,2021,常规1志愿,638,3360,1,- ,,,,,,,,,,,,,
不分文理,A384,厦门大学,15,数学类,山东,物理,2021,常规1志愿,637,3527,3,- ,,,,,,,,,,,,,
不分文理,A056,天津大学,03,建筑类,山东,物理或历史或地理,2021,常规1志愿,637,3550,7,- ,,,,,,,,,,,,,
不分文理,A027,北京师范大学,1W,历史学类,山东,历史或地理,2021,常规1志愿,637,3612,3,- ,,,,,,,,,,,,,
不分文理,A013,北京邮电大学,0Q,人工智能(大类招生),山东,物理,2021,常规1志愿,637,3611,17,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,43,法学,山东,不限,2021,常规1志愿,637,3699,2,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,44,法学(双学位),山东,不限,2021,常规1志愿,637,3655,1,- ,,,,,,,,,,,,,
不分文理,A034,中央财经大学,32,计算机类,山东,物理,2021,常规1志愿,637,3676,4,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,79,物理学类,山东,物理,2021,常规1志愿,637,3555,2,- ,,,,,,,,,,,,,
不分文理,A036,对外经济贸易大学,08,投资学,山东,不限,2021,常规1志愿,637,3660,4,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,93,地理信息科学,山东,物理或化学,2021,常规1志愿,637,3700,1,- ,,,,,,,,,,,,,
不分文理,A036,对外经济贸易大学,31,金融数学,山东,物理,2021,常规1志愿,637,3540,3,- ,,,,,,,,,,,,,
不分文理,A036,对外经济贸易大学,32,经济统计学,山东,不限,2021,常规1志愿,637,3538,4,- ,,,,,,,,,,,,,
不分文理,A561,华南理工大学,13,计算机类,山东,物理,2021,常规1志愿,637,3618,4,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,A3,外国语言文学类,山东,物理或历史,2021,常规1志愿,637,3632,4,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,B2,社会学(知行试验班),山东,历史,2021,常规1志愿,637,3529,2,- ,,,,,,,,,,,,,
不分文理,A486,武汉大学,C2,哲学类(含哲学国家拔尖学生培养基地),山东,历史,2021,常规1志愿,637,3728,3,- ,,,,,,,,,,,,,
不分文理,A698,西安交通大学,3E,工科试验班(智慧能源与智能制造类),山东,物理,2021,常规1志愿,637,3684,57,- ,,,,,,,,,,,,,
不分文理,A698,西安交通大学,3L,工科试验班(经管类),山东,物理,2021,常规1志愿,637,3752,29,- ,,,,,,,,,,,,,
不分文理,A699,西北工业大学,02,计算机类(本研衔接班),山东,物理,2021,常规1志愿,637,3599,3,- ,,,,,,,,,,,,,
不分文理,A384,厦门大学,05,法学类,山东,不限,2021,常规1志愿,637,3560,4,- ,,,,,,,,,,,,,
不分文理,A384,厦门大学,09,经济学类,山东,不限,2021,常规1志愿,637,3730,18,- ,,,,,,,,,,,,,
不分文理,A055,南开大学,39,历史学类,山东,历史或地理,2021,常规1志愿,636,3923,6,- ,,,,,,,,,,,,,
不分文理,A056,天津大学,10,工科试验班(电子科学技术类),山东,物理,2021,常规1志愿,636,3835,11,- ,,,,,,,,,,,,,
不分文理,A286,东南大学,15,经济学类,山东,不限,2021,常规1志愿,636,3911,5,- ,,,,,,,,,,,,,
不分文理,A558,中山大学,0F,经济学类(经管实验班，分流专业详见招生官网),山东,物理,2021,常规1志愿,636,3798,25,- ,,,,,,,,,,,,,
不分文理,A033,中国传媒大学,35,新闻学,山东,不限,2021,常规1志愿,636,3928,2,- ,,,,,,,,,,,,,
不分文理,A013,北京邮电大学,02,电子信息类,山东,物理,2021,常规1志愿,636,3768,12,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,21,汉语言文学,山东,不限,2021,常规1志愿,636,3902,3,- ,,,,,,,,,,,,,
不分文理,A013,北京邮电大学,0H,智能交互设计,山东,物理,2021,常规1志愿,636,3939,3,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,23,英语,山东,不限,2021,常规1志愿,636,3785,2,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,31,金融学类,山东,不限,2021,常规1志愿,636,3848,3,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,74,心理学类,山东,物理或化学,2021,常规1志愿,636,3879,2,- ,,,,,,,,,,,,,
不分文理,A561,华南理工大学,0B,电气工程及其自动化(卓越班),山东,物理,2021,常规1志愿,636,3837,2,- ,,,,,,,,,,,,,
不分文理,A036,对外经济贸易大学,11,法学类,山东,不限,2021,常规1志愿,636,3910,5,- ,,,,,,,,,,,,,
不分文理,A422,山东大学,28,口腔医学(5+3一体化),山东,物理或化学或生物,2021,常规1志愿,636,3816,30,- ,,,,,,,,,,,,,
不分文理,A561,华南理工大学,16,软件工程,山东,物理,2021,常规1志愿,636,3821,4,- ,,,,,,,,,,,,,
不分文理,A213,哈尔滨工业大学,10,工科试验班(智能装备与先进材料),山东,物理,2021,常规1志愿,636,3893,24,- ,,,,,,,,,,,,,
不分文理,A487,华中科技大学,31,公共管理类,山东,不限,2021,常规1志愿,636,3779,2,- ,,,,,,,,,,,,,
不分文理,A384,厦门大学,17,化学类,山东,物理和化学,2021,常规1志愿,635,4044,6,- ,,,,,,,,,,,,,
不分文理,H614,电子科技大学(沙河校区),SH,软件工程(互联网交叉培养实验班),山东,物理,2021,常规1志愿,635,4164,3,- ,,,,,,,,,,,,,
不分文理,A056,天津大学,11,工科试验班(电气信息类),山东,物理,2021,常规1志愿,635,3966,31,- ,,,,,,,,,,,,,
不分文理,P002,国防科技大学,92,电子信息类,山东,物理,2021,常规1志愿,635,4162,14,- ,,,,,,,,,,,,,
不分文理,A558,中山大学,0K,物理学类(物理实验班，分流专业详见招生官网),山东,物理,2021,常规1志愿,635,4038,25,- ,,,,,,,,,,,,,
不分文理,A013,北京邮电大学,0D,理科试验班(信息科学),山东,物理,2021,常规1志愿,635,4131,7,- ,,,,,,,,,,,,,
不分文理,A013,北京邮电大学,0W,机械工程(机器人试验班),山东,物理,2021,常规1志愿,635,4010,3,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,37,历史学,山东,不限,2021,常规1志愿,635,4120,2,- ,,,,,,,,,,,,,
不分文理,A269,华东师范大学,38,哲学,山东,不限,2021,常规1志愿,635,4012,1,- ,,,,,,,,,,,,,
不分文理,A034,中央财经大学,15,工商管理类(商学院),山东,不限,2021,常规1志愿,635,4098,4,- ,,,,,,,,,,,,,
